criterion,solar_peak_power_kw,battery_capacity_kwh,investment_cost_eur,annual_savings_eur,payback_years,self_sufficiency,grid_import_kwh,annual_grid_import_kwh,solar_surplus_kwh
best_payback,3.0,0.0,3500.0,315.49702365066014,11.09360703153713,0.25768118125289274,168.96920900000003,10278.96021416667,42.01862716666666
best_self_sufficiency,3.0,5.0,6000.0,259.71135649309946,23.102570796357995,0.3782941218274657,141.5148691,8608.821203583333,11.513805055555547
